hmdb_id;name;ccl;icl;inchi;gutper
HMDB0053103;TG(18:3(6Z,9Z,12Z)/20:3n6/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,31,33-34,36,38-41,43,47,50,60H,4-15,22-24,30,32,35,37,42,44-46,48-49,51-59H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,43-40-,50-47-/t60-/m0/s1;1
HMDB0052589;TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,18-19,21,25-29,31,33-34,36,38-39,41,45,47-48,50,60H,4-6,8-9,11-15,17,20,22-24,30,32,35,37,40,42-44,46,49,51-59H2,1-3H3/b10-7-,19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,48-45-,50-47-/t60-/m0/s1;1
HMDB0053024;TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,18-19,21,25-29,31,33-34,36,38-41,43,45,48,60H,4-6,8-9,11-15,17,20,22-24,30,32,35,37,42,44,46-47,49-59H2,1-3H3/b10-7-,19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,43-40-,48-45-/t60-/m0/s1;1
HMDB0050099;TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Other;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-29,31,33-34,36,38-39,41,45,47-48,50,60H,4-6,8-9,11-15,18,21-24,30,32,35,37,40,42-44,46,49,51-59H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,48-45-,50-47-/t60-/m0/s1;1
HMDB0049490;TG(18:1(11Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-26,28-29,31,33,36,38-39,41,45,47-48,50,60H,4-6,8-9,11-15,18,22-23,27,30,32,34-35,37,40,42-44,46,49,51-59H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,28-25-,29-26-,33-31-,39-36-,41-38-,48-45-,50-47-/t60-/m0/s1;1
HMDB0052693;TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-21,25-29,31,33-34,36,38-39,41,45,48,60H,4-6,8-9,11-15,22-24,30,32,35,37,40,42-44,46-47,49-59H2,1-3H3/b10-7-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,48-45-/t60-/m0/s1;1
HMDB0052679;TG(18:2(9Z,12Z)/20:3n6/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-21,25-29,31,33-34,36,38-39,41,47,50,60H,4-6,8-9,11-15,22-24,30,32,35,37,40,42-46,48-49,51-59H2,1-3H3/b10-7-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,50-47-/t60-/m0/s1;1
HMDB0053108;TG(18:3(6Z,9Z,12Z)/20:3n6/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-21,25-29,31,33-34,36,38-41,43,60H,4-6,8-9,11-15,22-24,30,32,35,37,42,44-59H2,1-3H3/b10-7-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,43-40-/t60-/m0/s1;1
HMDB0053095;TG(18:3(6Z,9Z,12Z)/20:2n6/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-21,25-29,31,33-34,38,40-41,43,47,50,60H,4-6,8-9,11-15,22-24,30,32,35-37,39,42,44-46,48-49,51-59H2,1-3H3/b10-7-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-,43-40-,50-47-/t60-/m0/s1;1
HMDB0055236;TG(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16,18-19,21,25-29,31,33-34,36,38-39,41,45,48,60H,4-6,8,11,13-15,17,20,22-24,30,32,35,37,40,42-44,46-47,49-59H2,1-3H3/b10-7-,12-9-,19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,48-45-/t60-/m0/s1;1
HMDB0055427;TG(18:4(6Z,9Z,12Z,15Z)/20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16,18-19,21,25-29,31,33-34,38,40-41,43,47,50,60H,4-6,8,11,13-15,17,20,22-24,30,32,35-37,39,42,44-46,48-49,51-59H2,1-3H3/b10-7-,12-9-,19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-,43-40-,50-47-/t60-/m0/s1;1
HMDB0055278;TG(18:3(9Z,12Z,15Z)/20:3n6/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16-21,25-29,31,33-34,36,38-39,41,60H,4-6,8,11,13-15,22-24,30,32,35,37,40,42-59H2,1-3H3/b10-7-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-/t60-/m0/s1;1
HMDB0055462;TG(18:4(6Z,9Z,12Z,15Z)/20:2n6/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16-21,25-29,31,33-34,38,40-41,43,60H,4-6,8,11,13-15,22-24,30,32,35-37,39,42,44-59H2,1-3H3/b10-7-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-,43-40-/t60-/m0/s1;1
HMDB0055272;TG(18:3(9Z,12Z,15Z)/20:2n6/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16-21,25-29,31,33-34,38,41,47,50,60H,4-6,8,11,13-15,22-24,30,32,35-37,39-40,42-46,48-49,51-59H2,1-3H3/b10-7-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-,50-47-/t60-/m0/s1;1
HMDB0045395;TG(18:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-26,28-29,31,33,36,38-39,41,45,47-48,50,60H,4-6,9,12-15,18,21-24,27,30,32,34-35,37,40,42-44,46,49,51-59H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,33-31-,39-36-,41-38-,48-45-,50-47-/t60-/m0/s1;1
HMDB0050238;TG(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-29,31,33-34,36,38-39,41,45,48,60H,4-6,9,12-15,18,21-24,30,32,35,37,40,42-44,46-47,49-59H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,48-45-/t60-/m0/s1;1
HMDB0050219;TG(18:1(9Z)/20:4(8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-29,31,33-34,36,38-39,41,47,50,60H,4-6,9,12-15,18,21-24,30,32,35,37,40,42-46,48-49,51-59H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,50-47-/t60-/m0/s1;1
HMDB0049636;TG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-21,24-26,28-29,31,33,36,38-39,41,45,48,60H,4-6,9,12-15,18,22-23,27,30,32,34-35,37,40,42-44,46-47,49-59H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,24-21-,28-25-,29-26-,33-31-,39-36-,41-38-,48-45-/t60-/m0/s1;1
HMDB0049616;TG(18:1(11Z)/20:4(8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-21,24-26,28-29,31,33,36,38-39,41,47,50,60H,4-6,9,12-15,18,22-23,27,30,32,34-35,37,40,42-46,48-49,51-59H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,24-21-,28-25-,29-26-,33-31-,39-36-,41-38-,50-47-/t60-/m0/s1;1
HMDB0052783;TG(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-21,25-29,31,33-34,36,38-39,41,60H,4-6,9,12-15,22-24,30,32,35,37,40,42-59H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-/t60-/m0/s1;1
HMDB0050233;TG(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-29,31,33-34,36,38-39,41,45,47-48,50,60H,4-7,9-10,12-15,18,21-24,30,32,35,37,40,42-44,46,49,51-59H2,1-3H3/b11-8-,19-16-,20-17-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,48-45-,50-47-/t60-/m0/s1;1
HMDB0049631;TG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-21,24-26,28-29,31,33,36,38-39,41,45,47-48,50,60H,4-7,9-10,12-15,18,22-23,27,30,32,34-35,37,40,42-44,46,49,51-59H2,1-3H3/b11-8-,19-16-,20-17-,24-21-,28-25-,29-26-,33-31-,39-36-,41-38-,48-45-,50-47-/t60-/m0/s1;1
HMDB0052792;TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-21,25-29,31,33-34,36,38-39,41,45,48,60H,4-7,9-10,12-15,22-24,30,32,35,37,40,42-44,46-47,49-59H2,1-3H3/b11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,48-45-/t60-/m0/s1;1
HMDB0052778;TG(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-21,25-29,31,33-34,36,38-39,41,47,50,60H,4-7,9-10,12-15,22-24,30,32,35,37,40,42-46,48-49,51-59H2,1-3H3/b11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,50-47-/t60-/m0/s1;1
HMDB0053200;TG(18:3(6Z,9Z,12Z)/20:4(8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-21,25-29,31,33-34,36,38-41,43,60H,4-7,9-10,12-15,22-24,30,32,35,37,42,44-59H2,1-3H3/b11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,43-40-/t60-/m0/s1;1
HMDB0054867;TG(22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,16-21,25-29,31,33-34,36,38-39,41,60H,4-7,10,13-15,22-24,30,32,35,37,40,42-59H2,1-3H3/b11-8-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-/t60-/m1/s1;1
HMDB0054605;TG(22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,16-21,25-29,34,36,39-40,43,45,48,60H,4-7,10,13-15,22-24,30-33,35,37-38,41-42,44,46-47,49-59H2,1-3H3/b11-8-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,34-27-,39-36-,43-40-,48-45-/t60-/m1/s1;1
HMDB0055006;TG(22:5(4Z,7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16,18-19,21,25-29,31,33-34,36,38-39,41,45,47-48,50,60H,4-8,10-11,13-15,17,20,22-24,30,32,35,37,40,42-44,46,49,51-59H2,1-3H3/b12-9-,19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,48-45-,50-47-/t60-/m1/s1;1
HMDB0054751;TG(22:4(7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z)/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16,18-19,21,25-29,31,33-34,36,38-41,43,45,48,60H,4-8,10-11,13-15,17,20,22-24,30,32,35,37,42,44,46-47,49-59H2,1-3H3/b12-9-,19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,43-40-,48-45-/t60-/m1/s1;1
HMDB0054813;TG(22:4(7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,31,33-34,36,38-39,41,45,48,60H,4-8,10-11,13-15,22-24,30,32,35,37,40,42-44,46-47,49-59H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,48-45-/t60-/m1/s1;1
HMDB0055054;TG(22:5(4Z,7Z,10Z,13Z,16Z)/20:3n6/18:3(9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,31,33-34,36,38-39,41,47,50,60H,4-8,10-11,13-15,22-24,30,32,35,37,40,42-46,48-49,51-59H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,50-47-/t60-/m1/s1;1
HMDB0054805;TG(22:4(7Z,10Z,13Z,16Z)/20:3n6/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,31,33-34,36,38-41,43,60H,4-8,10-11,13-15,22-24,30,32,35,37,42,44-59H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,43-40-/t60-/m1/s1;1
HMDB0055047;TG(22:5(4Z,7Z,10Z,13Z,16Z)/20:2n6/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,31,33-34,38,40-41,43,47,50,60H,4-8,10-11,13-15,22-24,30,32,35-37,39,42,44-46,48-49,51-59H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-,43-40-,50-47-/t60-/m1/s1;1
HMDB0051167;TG(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16,18-19,21,25-29,31,33-35,37-38,41-43,45-47,50,60H,4-15,17,20,22-24,30,32,36,39-40,44,48-49,51-59H2,1-3H3/b19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,37-35-,41-38-,45-42-,46-43-,50-47-/t60-/m0/s1;1
HMDB0054180;TG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,31,33-35,37-38,41,43,46-47,50,60H,4-15,22-24,30,32,36,39-40,42,44-45,48-49,51-59H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,37-35-,41-38-,46-43-,50-47-/t60-/m0/s1;1
HMDB0053849;TG(20:3n6/18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,31,33-35,37-38,41-42,45,47,50,60H,4-15,22-24,30,32,36,39-40,43-44,46,48-49,51-59H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,37-35-,41-38-,45-42-,50-47-/t60-/m0/s1;1
